candidate_id,candidate_name,java_score,dotnet_score,data_engineering_score,recommended_subject
15229,Anthony Patterson,38,38,13,Data Engineering
15230,Wayne Maxwell,20,49,45,Java
15231,Denise Galloway,93,48,76,.NET
15232,Rebecca Wallace,46,47,55,Java
15233,Heather Avila,47,48,49,Java
15234,Cheryl Chandler,12,39,60,Java
15235,Janet Williams,100,38,16,Data Engineering
15236,Deborah West,2,56,26,Java
15237,Alyssa Chen,31,81,53,Java
15238,Andrea Castaneda,34,62,28,Data Engineering
15239,Kyle Cole,18,99,12,Data Engineering
15240,Shaun Torres,13,55,48,Java
15241,Lindsey Cooper,47,85,24,Data Engineering
15242,Deborah Gordon,85,1,87,.NET
15243,Joshua Cantrell,80,25,99,.NET
15244,Stephanie Boyd,67,95,22,Data Engineering
15245,Jennifer Fox,44,22,25,.NET
15246,David Zavala,18,17,47,.NET
15247,Anthony Gray,63,82,35,Data Engineering
15248,Casey Wagner,100,87,5,Data Engineering
15249,Joshua Ruiz,65,67,79,Java
15250,Paul Coleman,78,59,73,.NET
15251,Abigail Trujillo,65,1,38,.NET
15252,Erica Johnston,74,93,56,Data Engineering
15253,Stephanie Luna,44,48,90,Java
15254,Chad Anderson,86,37,65,.NET
15255,Lori Morrow,73,30,9,Data Engineering
15256,Xavier Acosta,66,39,71,.NET
15257,Patrick Lowe,68,79,8,Data Engineering
15258,Brian Hughes,2,52,76,Java
15259,Ronald Martinez,37,63,71,Java
15260,Victoria Mclean,76,32,26,Data Engineering
15261,Daniel Barnett,41,57,45,Java
15262,Sarah Montoya,82,49,62,.NET
15263,Sandra Woodward,39,63,41,Java
15264,Megan Shaw,49,2,84,.NET
15265,Jason Hunt,34,60,40,Java
15266,Anthony Barrett,23,81,33,Java
15267,Brenda Leach,87,9,92,.NET
15268,Michelle Wilson,16,65,29,Java
15269,Thomas Taylor,39,50,43,Java
15270,Katrina Harris,73,93,79,Java
15271,Jose Vaughn,65,29,0,Data Engineering
15272,Natalie French,43,24,44,.NET
15273,George Peterson,22,42,46,Java
15274,Paul Cardenas,5,87,92,Java
15275,Luis Smith,65,63,29,Data Engineering
15276,Karina Contreras,20,58,21,Java
15277,Gabrielle Torres,34,61,14,Data Engineering
15278,Joshua Fletcher,28,98,83,Java
15279,Victor Gibson,6,9,37,Java
15280,Paul Long,92,63,22,Data Engineering
15281,Catherine Salas,52,93,30,Data Engineering
15282,Dr. John Wagner,36,59,56,Java
15283,Julie Cole,22,89,80,Java
15284,Michael Smith,96,98,34,Data Engineering
15285,Tara Hudson,7,87,65,Java
15286,Sonia Maynard,75,19,52,.NET
15287,Christopher Thomas,47,48,30,Data Engineering
15288,Caleb Beard,9,98,25,Java
15289,Madison Padilla,78,73,30,Data Engineering
15290,Martin Stanley,23,26,71,Java
15291,Samuel Khan,89,50,79,.NET
15292,Krista Washington,46,56,11,Data Engineering
15293,Michael Martin,52,78,52,Java
15294,Danielle Paul,38,78,55,Java
15295,John Clark,66,36,82,.NET
15296,Kathy Montoya,65,98,61,Data Engineering
15297,Gregory Taylor,5,2,43,.NET
15298,Eric Palmer,20,28,57,Java
15299,James Wang,72,67,76,.NET
15300,Karen Bell,73,46,64,.NET
15301,Eugene Powell,35,79,12,Data Engineering
15302,Michael Bennett,2,68,60,Java
15303,Jennifer Wilson,87,20,67,.NET
15304,Andrew Smith,85,41,50,.NET
15305,Danielle Beck DDS,77,20,61,.NET
15306,Dr. Rachel Bradley,41,1,47,.NET
15307,Tracy Pierce,44,77,94,Java
15308,Christine Williams,43,68,62,Java
15309,Shane Simpson,90,6,71,.NET
15310,Christopher Becker,32,74,90,Java
15311,Christopher Hicks,59,34,71,.NET
15312,Alexandra Watkins,85,29,50,.NET
15313,Norman Munoz,92,43,23,Data Engineering
15314,Tracy Davis,82,45,85,.NET
15315,Regina Jennings,82,54,39,Data Engineering
15316,Benjamin Chase,69,0,28,.NET
15317,Alyssa Hanson,82,53,72,.NET
15318,Stacy Arnold,76,79,16,Data Engineering
15319,Veronica Thomas,25,0,0,.NET
15320,Holly Perez,85,62,95,.NET
15321,Jeffrey Johnson,20,54,83,Java
15322,Sean Thomas,99,85,0,Data Engineering
15323,Vanessa Montoya,1,76,24,Java
15324,Kirsten Stuart,46,26,40,.NET
15325,Connie Patterson PhD,29,14,90,.NET
15326,Scott Buckley,26,80,22,Data Engineering
15327,Stacey Parker,70,8,17,.NET
15328,Christopher Bennett,19,68,94,Java
15329,Ashley Dean,49,58,27,Data Engineering
15330,Jenny Cole,94,22,84,.NET
15331,Chelsea Mckinney,22,10,11,.NET
15332,Jose Hernandez,12,23,100,Java
15333,Jamie Simmons,80,71,87,.NET
15334,Eric Morris,3,97,48,Java
15335,Timothy Cobb,13,53,96,Java
15336,Luis Hurley,19,30,80,Java
15337,Crystal Carlson,12,21,96,Java
15338,Terri Mccoy,2,13,15,Java
15339,Jessica Melendez,89,4,26,.NET
15340,Justin Ford,89,16,52,.NET
15341,Katrina Cooper,81,81,91,Java
15342,Kelly Ortiz,95,82,35,Data Engineering
15343,Brian Garcia,77,70,6,Data Engineering
15344,Lisa Day,46,89,33,Data Engineering
15345,Rick Moore,2,88,64,Java
15346,Jennifer Gibson,0,81,3,Java
15347,Patrick Cook,89,43,25,Data Engineering
15348,Alex Brown,23,78,19,Data Engineering
15349,Nicole Franklin,34,92,50,Java
15350,Albert Allen,13,48,76,Java
15351,Briana Taylor,66,64,98,.NET
15352,David Gonzales,12,3,9,.NET
15353,Daniel Rodriguez,46,8,7,Data Engineering
15354,Kimberly Harris,49,35,17,Data Engineering
15355,Mr. Henry Burke,77,50,16,Data Engineering
15356,Mary Gomez,84,31,68,.NET
15357,Jeremy White,25,87,29,Java
15358,Aaron Montgomery,2,100,94,Java
15359,Lisa Sullivan,50,17,38,.NET
15360,Deborah Anderson,39,14,60,.NET
15361,Charles Wong,67,19,23,.NET
15362,Tina Smith,35,57,80,Java
15363,Justin Burton,50,39,97,.NET
15364,Sierra Gallagher,0,65,34,Java
15365,Mary Taylor,32,88,78,Java
15366,Joseph Miranda,6,12,60,Java
15367,Amanda Owens,51,90,74,Java
15368,Stephen Floyd,10,12,97,Java
15369,Devin Rivera,26,61,71,Java
15370,Roy Garza,13,27,14,Java
15371,Mary Boyd,85,45,35,Data Engineering
15372,Jessica Collier,79,14,54,.NET
15373,Cynthia Lynch,45,92,36,Data Engineering
15374,Charles Parker,75,84,86,Java
15375,Michael Horton,9,43,61,Java
15376,Joan Mitchell,23,94,63,Java
15377,Sierra Fields,60,22,38,.NET
15378,Kathryn Jenkins,17,100,89,Java
15379,Steve Fernandez,85,66,97,.NET
15380,Margaret Guzman,8,98,74,Java
15381,Carolyn Glenn,16,77,11,Data Engineering
15382,Melissa Hamilton,57,65,71,Java
15383,Jason Lewis,12,49,7,Data Engineering
15384,Kelly Jennings,49,12,40,.NET
15385,Alison Thomas,100,1,68,.NET
15386,Timothy Dawson,5,75,73,Java
15387,Ralph Phelps,84,90,2,Data Engineering
15388,Jeremy Navarro,50,33,42,.NET
15389,Michael Taylor,35,39,36,Java
15390,Richard Browning,70,68,85,.NET
15391,Nicholas Jennings,99,60,56,Data Engineering
15392,Donna Huerta,24,24,24,Java
15393,Donald Proctor,10,74,3,Data Engineering
15394,Tanner Medina,43,76,57,Java
15395,Kenneth Mack,13,62,36,Java
15396,Arthur Campbell,28,27,7,Data Engineering
15397,Heather Dennis,73,84,93,Java
15398,Seth Mills,49,55,8,Data Engineering
15399,Andrew Andrews,4,25,78,Java
15400,Teresa Baker,71,26,0,Data Engineering
15401,Robin Quinn,68,25,12,Data Engineering
15402,Randall Mathews,87,14,67,.NET
15403,Mary Ruiz,56,49,15,Data Engineering
15404,Jennifer Huber,25,5,43,.NET
15405,Allison Jones,5,67,64,Java
15406,Dr. David Harrison,15,3,13,.NET
15407,Justin Wilson,59,29,90,.NET
15408,Robin Smith,99,76,25,Data Engineering
15409,Bryan Shepard,11,8,31,.NET
15410,Candace Oconnor,74,41,1,Data Engineering
15411,Heather Schultz,2,13,15,Java
15412,Alison Barnett,62,91,91,Java
15413,Matthew Ritter,63,39,48,.NET
15414,Nicholas Townsend,61,2,89,.NET
15415,Melissa Stephens,100,40,74,.NET
15416,Timothy Weber,5,92,22,Java
15417,Robert Ryan,18,32,93,Java
15418,Tara King,17,78,59,Java
15419,Rebecca Wright,79,59,94,.NET
15420,Matthew Crawford,86,63,65,.NET
15421,Sarah Hall,42,61,19,Data Engineering
15422,Jimmy Huff,100,78,92,.NET
15423,Daniel Franklin,72,6,73,.NET
15424,Jacqueline Anderson,2,75,17,Java
15425,Chris Cole,71,49,58,.NET
15426,Cynthia Adams,37,38,30,Data Engineering
15427,Derrick Thomas,67,70,3,Data Engineering
15428,John Barton,75,46,26,Data Engineering
15429,Brian Chavez,43,69,17,Data Engineering
15430,Thomas Perez,94,25,62,.NET
15431,Rita Parker,88,57,94,.NET
15432,Alicia Mckenzie,79,72,70,Data Engineering
15433,Jonathan Banks,62,50,18,Data Engineering
15434,Anthony Norman,41,87,38,Data Engineering
15435,Cheryl Schneider,63,51,65,.NET
15436,Amanda Kim,53,93,77,Java
15437,Juan Manning,77,15,99,.NET
15438,Angela White,76,47,45,Data Engineering
15439,William Lopez,70,26,91,.NET
15440,Jonathan Bowman,75,32,37,.NET
15441,Misty Campbell,36,22,66,.NET
15442,Elizabeth Taylor,3,44,28,Java
15443,Julie Nunez,1,82,90,Java
15444,Amanda Sanchez,98,99,56,Data Engineering
15445,Steven Tran,43,82,47,Java
15446,Michelle Lewis,66,21,51,.NET
15447,Rebecca Chen,67,41,47,.NET
15448,Briana Torres,75,32,60,.NET
15449,Charles Carlson,82,9,66,.NET
15450,Kristen Stevens,73,46,47,.NET
15451,James Jennings,61,95,93,Java
15452,Elizabeth Robinson,0,78,81,Java
15453,Larry Cameron,16,38,7,Data Engineering
15454,Nicholas Glenn,15,45,73,Java
15455,Brianna Hurley,8,71,85,Java
15456,Michelle Mccoy,52,50,87,.NET
15457,Karen West,72,24,66,.NET
15458,Hannah Brown,58,81,13,Data Engineering
15459,Jermaine Durham,8,14,46,Java
15460,Kristina Davis,11,57,23,Java
15461,Benjamin Smith,40,58,90,Java
15462,Robert Warren,14,25,61,Java
15463,Jessica Garcia,65,40,57,.NET
15464,Robert Simmons,74,43,33,Data Engineering
15465,Jessica Landry,10,84,30,Java
15466,Barry Wolf,7,21,47,Java
15467,Christopher Figueroa,54,97,90,Java
15468,Kevin Williams,95,36,44,.NET
15469,Laurie Hernandez,5,100,28,Java
15470,Gabriel Bender,52,13,28,.NET
15471,Daryl Odom,19,3,62,.NET
15472,Nicholas Larson,38,23,47,.NET
15473,Darlene Barker,98,65,11,Data Engineering
15474,Juan Lawson,71,62,77,.NET
15475,Robert Torres,33,64,26,Data Engineering
15476,Richard Gomez,56,65,46,Data Engineering
15477,Sean Cook,18,12,65,.NET
15478,Peter Morgan,70,26,36,.NET
15479,Trevor Williams,30,80,44,Java
15480,Michelle Barrett,81,16,56,.NET
15481,Antonio Vega,39,68,17,Data Engineering
15482,Amber Miller,13,87,12,Data Engineering
15483,Daniel Williams,99,56,72,.NET
15484,Lucas Brown,80,71,28,Data Engineering
15485,Max Stewart,36,72,55,Java
15486,Thomas Nicholson,43,17,73,.NET
15487,William Howard MD,8,15,19,Java
15488,Deborah Carter,57,50,100,.NET
15489,Randall Bennett,19,95,28,Java
15490,Joshua Bryant,91,39,5,Data Engineering
15491,Diane Brooks,49,38,25,Data Engineering
15492,Gwendolyn Schultz,19,55,60,Java
15493,Bobby Malone,35,53,85,Java
15494,Randy Johnson,26,43,42,Java
15495,Kimberly Heath,71,45,46,.NET
15496,Robert Burns,31,31,25,Data Engineering
15497,Alexa Fleming,0,47,80,Java
15498,Donna Ruiz,16,60,0,Data Engineering
15499,Joshua Thomas,8,65,94,Java
15500,Jason Smith,83,37,72,.NET
15501,Jose Perez,44,42,25,Data Engineering
15502,Cathy Evans,95,3,63,.NET
15503,John Cook,65,4,61,.NET
15504,John Allen,31,100,5,Data Engineering
15505,Kristie Garcia,44,57,61,Java
15506,Pamela Pineda,8,36,65,Java
15507,Frederick Olson,29,25,41,.NET
15508,Krystal Hoffman,83,8,26,.NET
15509,Sean Moore,37,14,64,.NET
15510,Donald Allen,59,87,29,Data Engineering
15511,Chloe Luna,0,87,81,Java
15512,Eric Hunter,4,98,97,Java
15513,Thomas Jensen,62,88,84,Java
15514,Ronald Collins,98,25,64,.NET
15515,Joshua Martin,35,62,46,Java
15516,Megan Wilson,64,86,31,Data Engineering
15517,Kenneth Smith,77,69,33,Data Engineering
15518,Lisa Mcintyre,72,26,46,.NET
15519,Jonathon Mckay,93,53,13,Data Engineering
15520,Alexander Schmidt,23,82,4,Data Engineering
15521,Joshua Long DDS,3,30,35,Java
15522,John Gonzalez,77,31,95,.NET
15523,Anne Barnes,88,1,8,.NET
15524,Tracy Mcknight,67,17,34,.NET
15525,Natalie Dennis,24,27,24,Java
15526,Tara Smith,73,70,74,.NET
15527,James Ferguson,98,86,45,Data Engineering
15528,Martin Howell,6,99,12,Java
15529,Walter Lucas,12,87,60,Java
15530,Michael Williams,67,91,29,Data Engineering
15531,Johnny Martinez,42,24,97,.NET
15532,Elizabeth Jones,56,38,31,Data Engineering
15533,Scott Gonzalez,35,48,29,Data Engineering
15534,Jennifer Stewart,13,3,81,.NET
15535,Krystal Rodriguez,81,51,55,.NET
15536,Joseph Davis,71,82,66,Data Engineering
15537,Zachary Sanchez,95,67,70,.NET
15538,Zachary Carter,26,56,54,Java
15539,Bethany Yoder,36,12,97,.NET
15540,Michael Phillips,86,64,7,Data Engineering
15541,Barry Bell,70,62,42,Data Engineering
15542,Julie Davis,75,97,47,Data Engineering
15543,Michele Nguyen,24,70,57,Java
15544,Matthew Rodriguez,66,24,31,.NET
15545,Virginia Shepherd,89,22,77,.NET
15546,Sheila Martinez,3,29,68,Java
15547,Samuel Murphy,99,60,6,Data Engineering
15548,Katie Walker,78,6,73,.NET
15549,Kimberly Taylor,95,53,19,Data Engineering
15550,Erin Fisher,92,16,61,.NET
15551,Travis Allen,73,96,20,Data Engineering
15552,Amy Thomas,84,59,91,.NET
15553,Aaron Clark,15,65,28,Java
15554,Terry Brown,18,37,69,Java
15555,Brianna Robles,28,12,37,.NET
15556,Megan Davis,50,51,41,Data Engineering
15557,Alicia Acosta,17,51,2,Data Engineering
15558,Lisa Bolton,57,31,36,.NET
15559,Terri Wong,43,85,16,Data Engineering
15560,John Taylor MD,15,8,32,.NET
15561,David Frey,64,16,9,Data Engineering
15562,Jordan Finley,1,81,36,Java
15563,Hannah Smith,55,39,32,Data Engineering
15564,Daniel Freeman,78,90,27,Data Engineering
15565,Rebecca Murphy,27,74,86,Java
15566,James Schmidt,64,53,41,Data Engineering
15567,Tyler Allen,4,53,57,Java
15568,Kimberly Alexander,21,27,47,Java
15569,Kevin Kirby,99,71,50,Data Engineering
15570,Jamie Williams,12,49,9,Data Engineering
15571,Andrew Sparks,64,17,7,Data Engineering
15572,Ronnie Carpenter,15,12,15,.NET
15573,Jessica Pham,85,32,95,.NET
15574,Susan Wilson,63,14,61,.NET
15575,Amanda Mack,31,85,48,Java
15576,Karen Oneal,79,37,88,.NET
15577,Mark Howard,50,93,100,Java
15578,David Smith,78,5,14,.NET
15579,Christopher Torres,57,44,15,Data Engineering
15580,Crystal Arnold,45,58,80,Java
15581,Scott Oneill,51,97,26,Data Engineering
15582,Kelsey Lewis,62,82,46,Data Engineering
15583,Amanda Davenport,75,96,25,Data Engineering
15584,Joseph Smith,59,77,71,Java
15585,Amy Johnson,64,47,40,Data Engineering
15586,Lindsey Young,80,40,10,Data Engineering
15587,Kevin Johnson,54,82,90,Java
15588,Alexander Peterson,56,78,8,Data Engineering
15589,Jane Guerrero,91,73,53,Data Engineering
15590,Lori Rivera,70,54,10,Data Engineering
15591,Tina Rogers,72,60,6,Data Engineering
15592,Connie Watson,85,1,27,.NET
15593,Tina Powell,25,1,93,.NET
15594,Carlos Nguyen,11,84,61,Java
15595,Michael Miller,70,75,54,Data Engineering
15596,Christopher Johnson,45,9,35,.NET
15597,Kevin Austin Jr.,46,75,72,Java
15598,Christopher Valdez,78,38,98,.NET
15599,Mary Hoffman,37,1,62,.NET
15600,Nancy Hayes MD,20,64,50,Java
15601,Zachary Jones,13,65,76,Java
15602,Travis Morales,1,86,47,Java
15603,William Thompson,71,91,67,Data Engineering
15604,Emily Cole,69,80,9,Data Engineering
15605,Jessica Brady,100,51,25,Data Engineering
15606,Denise Ross,100,84,66,Data Engineering
15607,Kenneth Bird,32,43,52,Java
15608,Sylvia Garcia,5,33,42,Java
15609,Curtis Hester,89,72,16,Data Engineering
15610,Daniel Kelly,36,80,26,Data Engineering
15611,Steven Brown,13,44,21,Java
15612,Michael Cabrera,36,31,35,.NET
15613,Cory Simpson,7,4,71,.NET
15614,Ashlee Nguyen,76,77,32,Data Engineering
15615,Joshua Hogan,12,88,89,Java
15616,Mary Mercer,39,85,94,Java
15617,Valerie Anderson,91,62,52,Data Engineering
15618,Kevin Sweeney,57,68,10,Data Engineering
15619,Marcus Cochran,17,53,92,Java
15620,Joshua Campbell,56,37,28,Data Engineering
15621,Kathryn Giles DDS,82,8,37,.NET
15622,Diane Chavez,37,60,100,Java
15623,Christopher Santana,31,94,57,Java
15624,Christopher Hubbard,85,20,14,Data Engineering
15625,Mary Taylor MD,65,35,53,.NET
15626,Lynn Gallegos,76,0,61,.NET
15627,Ian Walker,86,21,56,.NET
15628,William Kramer,24,86,78,Java
15629,Kellie Mccarty,91,86,70,Data Engineering
15630,Dr. Angela Murray MD,57,14,57,.NET
15631,Andrew Lewis,74,45,48,.NET
15632,Jeremy Moore,32,64,52,Java
15633,Emily Lee,87,5,28,.NET
15634,Todd Smith,65,39,32,Data Engineering
15635,Steven Jacobs,29,34,45,Java
15636,Lisa Brown,80,80,53,Data Engineering
15637,Desiree Fischer,33,60,79,Java
15638,Anna Kelly,85,22,97,.NET
15639,Kelly Wong,68,19,84,.NET
15640,Robert Jackson,47,27,6,Data Engineering
15641,Cassandra Garcia,39,36,28,Data Engineering
15642,John Brooks,50,81,8,Data Engineering
15643,Lauren Hull,79,6,48,.NET
15644,Jeffrey Perez,12,48,70,Java
15645,Frederick Brown,89,83,77,Data Engineering
15646,John Nguyen,30,23,93,.NET
15647,Donald Arnold,38,79,87,Java
15648,Brenda Ho,62,12,50,.NET
15649,Kelly Robinson,47,91,97,Java
15650,Alexandra Adams,86,6,7,.NET
15651,Andrea Rios,47,14,54,.NET
15652,Stephanie Roberts,60,86,64,Java
15653,Brett Smith,11,22,97,Java
15654,Mr. Mark Gould,77,94,83,Java
15655,William Jackson,55,68,94,Java
15656,Theresa Garcia,17,90,78,Java
15657,Julie Anderson,26,59,14,Data Engineering
15658,Rhonda Scott MD,27,9,50,.NET
15659,James Burns,81,50,33,Data Engineering
15660,Melinda Jordan,79,63,68,.NET
15661,Stephanie Andrade,51,70,85,Java
15662,Angela Shaw,15,55,11,Data Engineering
15663,Damon Davis,76,31,44,.NET
15664,Susan Richards,57,22,30,.NET
15665,Sandra Johnson,92,53,53,.NET
15666,Gail Salinas,8,72,92,Java
15667,Tamara Jones,25,92,21,Data Engineering
15668,Brian Harrell,27,90,71,Java
15669,Jacqueline Willis,76,84,63,Data Engineering
15670,Angela Banks,35,69,59,Java
15671,Jake Kennedy,8,89,100,Java
15672,Joan Bailey,46,83,27,Data Engineering
15673,Candice Melendez,77,60,20,Data Engineering
15674,Ana Thornton DDS,50,78,74,Java
15675,Robert Barnes,75,19,74,.NET
15676,Marie Nguyen,56,52,86,.NET
15677,Desiree Mcconnell,31,14,76,.NET
15678,Cynthia Duarte,66,28,42,.NET
15679,Ryan Kidd,56,69,26,Data Engineering
15680,John Cox,53,79,22,Data Engineering
15681,William Shaw,15,64,96,Java
15682,Ms. Lisa Thomas DDS,61,61,89,Java
15683,Michael Hendrix,83,69,35,Data Engineering
15684,Amanda Davidson,95,15,96,.NET
15685,Daniel Young,55,53,37,Data Engineering
15686,Anthony Ayala,22,96,15,Data Engineering
15687,Jennifer Smith,16,6,73,.NET
15688,Rebecca White,79,59,42,Data Engineering
15689,Ethan Martin,37,9,40,.NET
15690,Elizabeth Sanchez,71,52,43,Data Engineering
15691,Joseph Taylor,82,7,51,.NET
15692,Andrea Houston,29,84,16,Data Engineering
15693,Daniel Frazier,57,89,51,Data Engineering
15694,Sarah Hansen,97,36,42,.NET
15695,Shawn Thomas,77,81,22,Data Engineering
15696,Nicholas Salas,21,3,0,Data Engineering
15697,Madison Jones,16,83,92,Java
15698,Matthew Moore,14,82,24,Java
15699,Brandon Morales,47,96,5,Data Engineering
15700,Jose Patterson,31,22,73,.NET
15701,Derek Sanchez,76,8,53,.NET
15702,Leslie Mills,84,37,77,.NET
15703,Latoya Costa,39,44,22,Data Engineering
15704,David Blair,96,44,18,Data Engineering
15705,Katie Williams,56,17,55,.NET
15706,Sherri Franklin,57,45,52,.NET
15707,Karen Cook,90,1,30,.NET
15708,Sandra Nash,98,47,37,Data Engineering
15709,Catherine Jackson,15,16,18,Java
15710,Beth Ramsey,27,15,0,Data Engineering
15711,Emily Cook,97,44,76,.NET
15712,Amy White,0,47,49,Java
15713,Linda Frank,40,23,97,.NET
15714,Cory Pierce,47,94,57,Java
15715,Danielle Davis,30,64,80,Java
15716,Jennifer Livingston,35,91,31,Data Engineering
15717,Marisa Crawford,32,32,48,Java
15718,Nicholas Garcia,32,100,97,Java
15719,Rebecca Whitaker,81,3,96,.NET
15720,David Moore,22,0,91,.NET
15721,Michael Hanson,59,32,43,.NET
15722,Matthew Sullivan,86,73,28,Data Engineering
15723,Dennis Williams,78,61,100,.NET
15724,Haley Carlson,89,2,87,.NET
15725,Adam Sosa,29,100,47,Java
15726,Brett Perez,88,44,79,.NET
15727,Terrance Brown,44,20,76,.NET
15728,Sara Chavez,79,63,25,Data Engineering
15729,Bradley Luna,38,72,6,Data Engineering
15730,Katherine Cain,44,56,43,Data Engineering
15731,Shane Gilbert,77,39,13,Data Engineering
15732,Robert Long,80,61,51,Data Engineering
15733,Dr. Holly Johnson,11,42,31,Java
15734,Matthew Luna,92,87,74,Data Engineering
15735,Melissa Shelton,31,45,31,Java
15736,Vanessa Wells,55,71,74,Java
15737,Michael Carter,23,23,83,Java
15738,Stephen Sanders,12,23,56,Java
15739,Alexandria Schneider,19,9,51,.NET
15740,Barbara Turner,78,98,33,Data Engineering
15741,Jose Green,55,67,60,Java
15742,Sonia Barrett,52,56,61,Java
15743,Deborah Lopez,67,43,85,.NET
15744,Victor Brown,53,72,86,Java
15745,Jennifer Wilson,33,74,92,Java
15746,Christina Edwards,27,47,75,Java
15747,Joseph Miller,49,76,30,Data Engineering
15748,Derrick Horn,1,26,28,Java
15749,Antonio Murphy,93,29,30,.NET
15750,Andrew Fisher,25,45,11,Data Engineering
15751,Danny Acosta,50,11,34,.NET
15752,Kristine Rogers,46,59,56,Java
15753,Ronald Donovan,25,18,40,.NET
15754,Jamie Haley,83,67,26,Data Engineering
15755,Jordan Oliver,91,53,14,Data Engineering
15756,Brittany Delacruz,83,33,93,.NET
15757,David Humphrey,74,86,70,Data Engineering
15758,Michael Hebert,73,89,35,Data Engineering
15759,Melanie Lopez,60,6,23,.NET
15760,Anthony Ross,22,81,81,Java
15761,Matthew Everett,36,41,23,Data Engineering
15762,Timothy Dorsey,40,67,95,Java
15763,Brian Brown,51,52,75,Java
15764,Kenneth Blair Jr.,82,7,27,.NET
15765,Jessica Kelley,81,21,74,.NET
15766,Janice Sims,48,25,2,Data Engineering
15767,Gary Thomas,26,76,100,Java
15768,Tammy Bowman,5,62,2,Data Engineering
15769,Brooke Hunter,73,45,28,Data Engineering
15770,Angela Williams,65,80,31,Data Engineering
15771,Cynthia Castro,23,43,53,Java
15772,Kimberly Heath,37,61,37,Java
15773,Russell Vincent,27,35,94,Java
15774,Rebecca Walters,27,40,55,Java
15775,Ashley Gonzales,65,78,64,Data Engineering
15776,Mary Simpson,60,81,100,Java
15777,John Waters,45,26,20,Data Engineering
15778,Brian Mccormick,68,69,40,Data Engineering
15779,Luke Barnes,74,97,19,Data Engineering
15780,Dr. Alyssa Odonnell,73,40,59,.NET
15781,Dawn Cantrell,42,4,74,.NET
15782,Julie Anderson,58,56,58,.NET
15783,Chad Velasquez,1,75,73,Java
15784,Shannon Roach,14,28,54,Java
15785,April Johnson,36,100,2,Data Engineering
15786,Elizabeth Ellis,70,11,13,.NET
15787,Christine Wood,19,24,44,Java
15788,Heather Beard,97,33,94,.NET
15789,Katherine Becker,34,74,98,Java
15790,Janice Berg,33,86,59,Java
15791,Scott Turner,85,23,48,.NET
15792,Angel Kennedy,30,81,8,Data Engineering
15793,Kelly Kelly,86,62,53,Data Engineering
15794,Donald Roberts,18,62,69,Java
15795,Alex Dennis,67,9,92,.NET
15796,Paul Wood,23,4,51,.NET
15797,Amy Perez,83,94,62,Data Engineering
15798,Victoria Carpenter,38,88,51,Java
15799,Michael Byrd,91,52,21,Data Engineering
15800,Terry Shaffer,53,80,54,Java
15801,Mark Patton,38,27,2,Data Engineering
15802,Rhonda Lee,16,64,1,Data Engineering
15803,Jerry Smith,18,44,58,Java
15804,Brian Kennedy,47,65,27,Data Engineering
15805,Nicholas Patterson,34,48,36,Java
15806,Kellie Gonzalez,31,39,68,Java
15807,Felicia Dominguez,46,65,8,Data Engineering
15808,Kevin Anderson,46,90,61,Java
15809,Kathleen Smith,63,7,31,.NET
15810,Joseph Wright,45,26,80,.NET
15811,John Jenkins,34,100,74,Java
15812,Heather Prince,93,16,34,.NET
15813,Regina Perez,16,67,46,Java
15814,Jason Adams,41,43,17,Data Engineering
15815,Jason Davis,28,30,35,Java
15816,Beth Moreno,69,4,18,.NET
15817,Cory Underwood,16,59,24,Java
15818,Jonathan Ochoa,80,88,45,Data Engineering
15819,Kyle Norris,13,91,59,Java
15820,Robert Bean,23,18,94,.NET
15821,John White,56,100,22,Data Engineering
15822,Molly Smith,49,41,77,.NET
15823,Melissa Bishop,56,22,26,.NET
15824,Aaron Thomas,100,99,34,Data Engineering
15825,Christopher Harrison,60,76,76,Java
15826,Melissa Garcia,38,16,54,.NET
15827,Mary Rice,54,93,35,Data Engineering
15828,Wendy Mendoza,95,57,87,.NET
15829,Angela Gibson,35,86,96,Java
15830,Bradley Martinez,36,48,70,Java
15831,Kevin Rosario,13,2,8,.NET
15832,Kathy Johnson,26,76,20,Data Engineering
15833,Wanda Little,82,95,31,Data Engineering
15834,Kimberly Smith,30,44,65,Java
15835,James White,72,34,43,.NET
15836,Whitney Sherman,80,1,88,.NET
15837,Jessica Tran,82,46,64,.NET
15838,Jeffrey Humphrey,43,2,74,.NET
15839,Bruce Duncan,67,28,79,.NET
15840,Teresa Thompson,47,73,86,Java
15841,Timothy Rodriguez,56,19,14,Data Engineering
15842,David Brock,74,33,26,Data Engineering
15843,Jerry Thomas,21,78,15,Data Engineering
15844,Heidi Foley,3,39,45,Java
15845,Dr. Sheila Cardenas DDS,80,64,96,.NET
15846,Zachary Thompson,71,89,71,Java
15847,Ebony Garcia,45,62,47,Java
15848,Gary Snyder,58,55,64,.NET
15849,Nicole Moore,33,31,18,Data Engineering
15850,Juan Greer,10,65,89,Java
15851,Melanie Spence,30,95,36,Java
15852,Cynthia Duffy,10,40,57,Java
15853,Kelly Mendoza,55,28,54,.NET
15854,Jared Walton,37,83,52,Java
15855,Jennifer Norton,20,86,46,Java
15856,Jeffrey Booth,93,50,2,Data Engineering
15857,Michael Pace,9,11,87,Java
15858,Barbara Johnston,25,43,85,Java
15859,Adrian Garcia,90,9,61,.NET
15860,Stephen Edwards,7,82,0,Data Engineering
15861,Madison Lee,7,73,38,Java
